time;DLRA.heatDemand.heat_flow;DLRA.heatDemand.temp_in;DLRA.heatDemand.temp_out;DLRA.coolDemand.heat_flow;DLRA.coolDemand.temp_in;DLRA.coolDemand.temp_out;HYDRAULIC.coolDemand.heat_flow;HYDRAULIC.coolDemand.temp_in;HYDRAULIC.coolDemand.temp_out;COMPRESSEDAIR.coolDemand.heat_flow;COMPRESSEDAIR.coolDemand.temp_in;COMPRESSEDAIR.coolDemand.temp_out;HALL.coolDemand.heat_flow;HALL.coolDemand.temp_in;HALL.coolDemand.temp_out;OFFICE.coolDemand.heat_flow;OFFICE.coolDemand.temp_in;OFFICE.coolDemand.temp_out
318600;0;343,15;333,15;0;308,15;313,15;0;293,15;298,15;0;333,15;338,15;0;288,15;293,15;4,435492947;288,15;293,15
319500;0;343,15;333,15;0;308,15;313,15;0;293,15;298,15;0;333,15;338,15;0;288,15;293,15;4,279741319;288,15;293,15
320400;0;343,15;333,15;0;308,15;313,15;0;293,15;298,15;0;333,15;338,15;0;288,15;293,15;4,369495339;288,15;293,15
321300;0;343,15;333,15;0;308,15;313,15;0;293,15;298,15;0;333,15;338,15;0;288,15;293,15;4,249990977;288,15;293,15
322200;0;343,15;333,15;0;308,15;313,15;0;293,15;298,15;0;333,15;338,15;0;288,15;293,15;4,139153875;288,15;293,15
323100;35,30551918;343,15;333,15;17,65275959;308,15;313,15;0;293,15;298,15;0;333,15;338,15;0;288,15;293,15;5,273747481;288,15;293,15
324000;23,19365253;343,15;333,15;11,59682627;308,15;313,15;0;293,15;298,15;0,154578934;333,15;338,15;0;288,15;293,15;6,978032679;288,15;293,15
324900;21,36770482;343,15;333,15;10,68385241;308,15;313,15;0;293,15;298,15;0,055513494;333,15;338,15;0;288,15;293,15;6,272697963;288,15;293,15
325800;35,49603096;343,15;333,15;17,74801548;308,15;313,15;0;293,15;298,15;0,020111871;333,15;338,15;0;288,15;293,15;5,472234482;288,15;293,15
326700;23,90127498;343,15;333,15;11,95063749;308,15;313,15;0;293,15;298,15;0,15307506;333,15;338,15;0;288,15;293,15;6,913734235;288,15;293,15
327600;21,16126972;343,15;333,15;10,58063486;308,15;313,15;0;293,15;298,15;0,054826151;333,15;338,15;0;288,15;293,15;6,29247249;288,15;293,15
328500;23,53732991;343,15;333,15;11,76866495;308,15;313,15;0;293,15;298,15;0,063609505;333,15;338,15;0;288,15;293,15;6,502456082;288,15;293,15
329400;22,49329527;343,15;333,15;11,24664763;308,15;313,15;0;293,15;298,15;0,054449312;333,15;338,15;0;288,15;293,15;7,165867482;288,15;293,15
